city,theatre_name,average_ticket_price,total_seats,no_screens,type,theatre_chain,lat,lon,calculated_seats,calculated_ticket_prices,calculated_screens,average_2,source_of_information,notes
Bangalore,Venkateshwara Digital 2K Cinema: Avalahalli Girina,100,363,1,Single Screen,,12.94351,77.54797,363,100,1,100,BookMyShow,Could Not Confirm
Bangalore,Vijay Theatre: Byatarayanapura,118,912,1,Single Screen,,12.94846,77.53969,94,118,1,118,"BookMyShow, MediaAnt",
Bangalore,Vijayalakshmi Digital 2K Cinema: Garudacharpalya,100,671,1,Single Screen,,12.99348,77.70187,136,100,1,100,"BookMyShow, MediaAnt",
Bangalore,"Vinayaka Chitra Mandira, Marathahalli",,723,1,Single Screen,,12.9557258,77.6995081,,,,,MediaAnt,
Bangalore,"Vinayaka Theatre, Chamrajpet",,1004,1,Single Screen,,12.9632205,77.5663841,,,,,MediaAnt,
Bangalore,Vinayaka Theatre: Harinagar,80,850,1,Single Screen,,12.87488,77.57015,120,80,1,80,"BookMyShow, MediaAnt",
Bangalore,Vishal A/C Theatre: Kamakshipalya,80,875,1,Single Screen,,12.98318,77.53018,388,80,1,80,"BookMyShow, MediaAnt",
Bangalore,"Vullas Theatre, Yeshwantpura",,961,1,Single Screen,,13.019888,77.551474,,,,,MediaAnt,
Chennai,Abirami Cinemas: Chennai,113.5833333,1656,4,Multiplex,,13.086,80.24809,1656,113.5833333,4,113.5833333,BookMyShow,
Chennai,"Agasthiya, T.H Road",,1004,1,Single Screen,,13.1239102,80.2878637,,,,,MediaAnt,
Chennai,AGS Cinemas: T. Nagar,82.7,884,4,Multiplex,AGS Cinemas,13.04745,80.24485,884,82.7,4,82.7,BookMyShow,
Chennai,AGS Cinemas: Villivakkam,82.7,1473,5,Multiplex,AGS Cinemas,13.10471,80.209,1473,82.7,5,82.7,BookMyShow,
Chennai,Albert Complex,,1200,1,Single Screen,,13.0761554,80.2638409,,,,,Internet Research,
Chennai,Anna Theatre: Chennai,94.6,364,1,Single Screen,,13.06717,80.27129,324,94.6,1,94.6,"BookMyShow, Internet Research",http://davp.nic.in/ri.pdf
Chennai,"Annai Karumari, Virugambakkam",,196,1,Single Screen,,13.0530785,80.1931011,,,,,MediaAnt,
Chennai,Arvind Theatre A/C dts,,445,1,Single Screen,,12.9153435,80.2297244,,,,,Internet Research,
Chennai,AVM Rajeswari A/C dts,,603,1,Single Screen,,13.0475424,80.2046086,,,,,Internet Research,
Chennai,"Baby Albert Theatre, Whannels Road",,242,1,Single Screen,,13.0761555,80.263841,,,,,MediaAnt,
Chennai,"Bala Theatre, Anna Road",,518,1,Single Screen,,13.0949014,80.1855746,,,,,MediaAnt,
Chennai,Bharath Theatre Dolby AtmosDolby Atmos,,963,1,Single Screen,,13.1102599,80.2797875,,,,,Internet Research,
Chennai,Casino Theatre: Chennai,59,83,1,Single Screen,,13.06868,80.27017,83,59,1,59,BookMyShow,Could Not Confirm
Chennai,"Chandran Theatre, Ashoknagar",,515,1,Single Screen,,13.0347676,80.2104299,,,,,MediaAnt,
Chennai,Devi Karumari A/C,,850,1,Single Screen,,13.0499059,80.1934024,,,,,Internet Research,
Chennai,Devicineplex,,2462,1,Single Screen,,13.0662224,80.2707235,,,,,Internet Research,
Chennai,Ega Cinema,,1168,2,Multiplex,,13.0778725,80.2404635,,,,,Internet Research,
Chennai,Ganapathy Ram Theatre: Chennai,90,852,1,Single Screen,,13.00397,80.25632,769,90,1,90,"BookMyShow, MediaAnt",
Chennai,GK Cinemas 2K Dolby Atmos: Porur,116.19,557,2,Multiplex,,13.03374,80.16108,557,116.19,2,116.19,BookMyShow,
Chennai,INOX National: Arcot Road,153.6,1182,5,Multiplex,Inox,13.04689,80.19036,1182,153.6,5,153.6,BookMyShow,
Chennai,"INOX: Chennai Citi Centre, Dr. RK Salai",153.6,528,4,Multiplex,Inox,13.04295,80.27379,528,153.6,4,153.6,BookMyShow,
Chennai,Jothi Theatre 4K A/c DTS: ST Thomas Mount,0,805,1,Single Screen,,13.00611,80.20134,526,0,1,0,"BookMyShow, Internet Research",http://davp.nic.in/ri.pdf
Chennai,Kamala CinemasF&B;,,586,1,Single Screen,,13.0489837,80.2101709,,,,,Internet Research,
Chennai,Kasi4K Dolby Atmos,,733,1,Single Screen,,13.0294637,80.2084348,,,,,Internet Research,
Chennai,"Krishnaveni, South Usman Raod",,898,1,Single Screen,,13.0346055,80.2307106,,,,,MediaAnt,
Chennai,Kumaran Theatre QUBE A/C DTS: Madipakkam,0,1008,1,Single Screen,,12.97191,80.19214,786,0,1,0,"BookMyShow, Internet Research",http://davp.nic.in/ri.pdf
Chennai,Luxe Cinemas: Chennai,153.6,1844,9,Multiplex,,12.99154,80.21681,1844,153.6,9,153.6,BookMyShow,
Chennai,"Mahalakshmi Talkies, Strahans Road",,1040,1,Single Screen,,13.0975215,80.256593,,,,,MediaAnt,
Chennai,Maharani Theatre 2K dts,,910,1,Single Screen,,13.1175008,80.2842433,,,,,Internet Research,
Chennai,"Mayura, Arakonam Road",,474,1,Single Screen,,13.0997993,80.1698389,,,,,MediaAnt,
Chennai,MM Theatre,,772,1,Single Screen,,13.1260232,80.2896379,,,,,Internet Research,
Chennai,Murugan Cinemas - AmbatturDolby Atmos,,960,1,Single Screen,,13.1135444,80.1572574,,,,,Internet Research,
Chennai,Nadhamuni Cinema,,650,1,Single Screen,,13.1034052,80.2022335,,,,,Internet Research,
Chennai,"Padmam, Poonamallee High Road",,420,1,Single Screen,,13.0690757,80.1889014,,,,,MediaAnt,
Chennai,"Pandian, Moolakadai",,1002,1,Single Screen,,13.1322548,80.2424585,,,,,MediaAnt,
Chennai,"PVR: Ampa, Chennai",82.7,1794,7,Multiplex,PVR,13.07359,80.22138,1290,82.7,4,82.7,"BookMyShow, MediaAnt",
Chennai,"PVR: Velachery, Chennai",82.7,1275,5,Multiplex,PVR,12.97195,80.22036,812,82.7,3,82.7,"BookMyShow, MediaAnt",
Chennai,Raj Theatre - A/C DTS: Chennai,175,950,1,Single Screen,,13.0196,80.22324,780,175,1,175,BookMyShow,http://davp.nic.in/ri.pdf
Chennai,Rakki Cinemas - Ambattur,,361,1,Single Screen,,13.1227657,80.1476317,,,,,Internet Research,
Chennai,Rohini Silver Screens: Chennai,104.03,3175,7,Multiplex,,13.07575,80.19586,1237,104.03,4,107.5042857,BookMyShow,
Chennai,"Roopam, Poonamallee High Road",,288,1,Single Screen,,13.0797983,80.2025852,,,,,MediaAnt,
Chennai,Sangam Cinemas,,1662,3,Multiplex,,13.0794633,80.2492933,,,,,Internet Research,
Chennai,"Saravana Theatre, Brick Kiln Road",,600,1,Single Screen,,13.0928614,80.2515167,,,,,MediaAnt,
Chennai,"Sathyam Royapettah, Lloyds Estate",,2283,6,Multiplex,SPI Cinemas,13.0553683,80.2579668,,,,,MediaAnt,
Chennai,"SK-Marlen Cinemas 2K, Guindy: Alandur",150,229,1,Single Screen,,13.00176,80.20358,229,150,1,150,"BookMyShow, Internet Research",http://www.marlencinemas.com/previewTheater.html
Chennai,"Spectrum Mall, Perambur North",,1395,5,Multiplex,,13.1122465,80.2363247,,,,,MediaAnt,
Chennai,Sri Bhuvaneshwari Theatre A/C dts,,565,1,Single Screen,,13.0916293,80.2583516,,,,,Internet Research,
Chennai,Sri Ganga Cinemas Dolby Atmos - KolathurDolby Atmos,,772,1,Single Screen,,13.1252216,80.2181625,,,,,Internet Research,
Chennai,"Sri Murugan, Ambattur",,960,1,Single Screen,,13.100996,80.164051,,,,,MediaAnt,
Chennai,Srinivasa Theatre,,900,1,Single Screen,,13.0310779,80.2250651,,,,,Internet Research,
Chennai,"The Forum Vijaya Mall, Vadapalani",,3010,9,Multiplex,SPI Cinemas,13.0497383,80.2095368,,,,,MediaAnt,https://www.spicinemas.in/cinemas/palazzo
Chennai,"Thirumurugan, Ambattur",,510,1,Single Screen,,13.1212603,80.1513583,,,,,MediaAnt,
Chennai,Udhayam Complex,,759,1,Single Screen,,12.9596264,80.2433274,,,,,Internet Research,
Chennai,"Udhayam Theatre, Ashoknagar",,759,1,Single Screen,,13.0346888,80.2103968,,,,,MediaAnt,
Chennai,Vetrrivel Theatre 2K - Nanganallur,,600,1,Single Screen,,12.9801087,80.1821216,,,,,Internet Research,
Chennai,Woodlands Complex: Chennai,69.5,1713,2,Multiplex,,13.05656,80.26497,2846,69.5,2,69.5,"BookMyShow, MediaAnt",
Delhi,"7D Mastiii: TDI Mall, Rajouri Garden, Delhi",170,18,1,Single Screen,,28.65083,77.12087,90,170,5,170,BookMyShow,
Delhi,Abhishek Cineplex: Chandni Chowk,96.46666667,260,1,Single Screen,,28.65628,77.2342,260,85,1,96.46666667,BookMyShow,
Delhi,Amba Cinema: Delhi,128,486,1,Single Screen,,28.67724,77.20104,486,128,1,128,BookMyShow,
Delhi,"Batra Cinema, Dr.Mukerjee Nagar",,1000,1,Single Screen,,28.7113494,77.2150536,,,,,MediaAnt,
Delhi,Batra Reels Cinemas: New Friends Colony,287.5,1500,1,Single Screen,,28.56153,77.26865,326,223.3333333,1,283.3333333,"BookMyShow, MediaAnt",
Delhi,Carnival: Odeon Complex,493.0555556,592,2,Multiplex,Carnival,28.63429,77.22107,592,450,2,491.6666667,BookMyShow,
Delhi,"Cinepolis: Cross River Mall, Mall, Shahdara",249.375,1191,4,Multiplex,Cinepolis,28.65681,77.30189,1321,202,5,253.2758621,BookMyShow,
Delhi,"Cinepolis: Unity One Mall Rohini, Delhi",350.1319444,659,4,Multiplex,Cinepolis,28.71513,77.11631,640,296.25,4,351.5517241,"BookMyShow, MediaAnt",
Delhi,"Cinepolis: V3S Mall, Laxmi Nagar",236.7857143,836,3,Multiplex,,28.63711,77.28606,833,215,3,238.3333333,"BookMyShow, MediaAnt",
Delhi,Delite Cinema: Asaf Ali Road,93.75,110,2,Multiplex,,28.64122,77.23587,1960,93.75,2,107.25,BookMyShow,
Delhi,"DT Cinemas: DLF Place, Saket",286.0795455,953,6,Multiplex,DT Cinemas,28.5274,77.21713,952,175,6,281.5789474,BookMyShow,
Delhi,DT Cinemas: Savitri Complex GK2,238.8888889,300,1,Single Screen,DT Cinemas,28.54135,77.24011,300,150,1,233.3333333,BookMyShow,
Delhi,"Fun Cinemas: North Square Mall, Pitampura",227.5,800,3,Multiplex,Fun Cinemas,28.69151,77.14843,800,190,3,224.7727273,BookMyShow,https://www.delhiinformation.in/entertainment/cinemas-multiplexes/fun-cinema-pitampura.html
Delhi,"Fun Cinemas: TDI Mall, Moti Nagar",198.1111111,643,3,Multiplex,Fun Cinemas,28.65668,77.13945,627,185,3,198.75,BookMyShow,https://www.delhiinformation.in/entertainment/cinemas-multiplexes/fun-cinemas-tdi-fun-republic-moti-nagar.html
Delhi,G3S Cinema: Rohini,228.5714286,809,3,Multiplex,,28.73469,77.11376,802,170,3,223.3333333,BookMyShow,http://www.excellentpublicity.com/cinema/chain/g3s.html
Delhi,Gagan Cinema: Delhi,62.5,982,1,Single Screen,,28.69635,77.31493,258,62.5,1,62.5,"BookMyShow, MediaAnt",
Delhi,"Hans Cinema, G.T Karnal Road",,900,1,Single Screen,,28.7031355,77.1824101,,,,,MediaAnt,
Delhi,INOX Eros One: Jangpura Extn,465.4166667,317,1,Single Screen,Inox,28.58122,77.24199,317,305,1,450.8333333,BookMyShow,
Delhi,Liberty Cinema: Karol Bagh,110,959,1,Single Screen,,28.65941,77.18973,959,110,1,110,BookMyShow,
Delhi,M Cinemas: East of Kailash (Gold Class),493.75,780,2,Multiplex,,28.55923,77.24623,780,325,2,500,BookMyShow,
Delhi,M2K: Pitampura,230.8571429,807,3,Multiplex,M2K Cinemas,28.68925,77.13326,934,207.375,4,242.8666667,"BookMyShow, MediaAnt",
Delhi,M2K: Rohini,221.3333333,588,2,Multiplex,M2K Cinemas,28.70094,77.1166,816,190.6666667,3,218.974359,"BookMyShow, MediaAnt",
Delhi,"Milan Cineplex, Karampura",,1000,1,Single Screen,,28.6626009,77.1462858,,,,,MediaAnt,
Delhi,Miraj Cinemas: Subhash Nagar,231.8333333,470,2,Multiplex,Miraj Cinema,28.63874,77.1069,470,180,2,231.5384615,BookMyShow,
Delhi,"Moti Cinema, Chandni Chowk",,699,1,Single Screen,,28.656595,77.235293,,,,,MediaAnt,
Delhi,Movietime: Pitampura,168.3928571,788,3,Multiplex,Movietime,28.70582,77.14283,798,112.5,3,167.7631579,"BookMyShow, Internet Research",http://www.excellentpublicity.com/cinema
Delhi,Movietime: Raja Garden,200.9621212,1226,6,Multiplex,Movietime,28.65266,77.12335,1512,164.5833333,6,208.1818182,"BookMyShow, Internet Research",http://www.excellentpublicity.com/cinema
Delhi,PVR Promenade: Vasant Kunj,431.7234848,1139,7,Multiplex,PVR,28.54262,77.15575,1304,382.5,7,429.6794872,"BookMyShow, Internet Research",https://www.delhiinformation.in/entertainment/cinemas-multiplexes/dt-star-cinemas-vasant-kunj.html
Delhi,"PVR: 3CS, Delhi",247.7777778,315,1,Single Screen,PVR,28.56778,77.24099,315,150,1,238,BookMyShow,
Delhi,"PVR: Anupam, Delhi",170.6018519,1000,4,Multiplex,PVR,28.52374,77.20716,761,100,4,174.137931,"BookMyShow, Internet Research",http://www.excellentpublicity.com/cinema
Delhi,"PVR: Director's Cut, Ambience Delhi",1458.333333,282,4,Multiplex,PVR,28.5408,77.15479,261,600,4,1412.5,"BookMyShow, MediaAnt",
Delhi,"PVR: Naraina, Delhi",221.6666667,830,4,Multiplex,PVR,28.63308,77.13889,625,158,5,222.8571429,"BookMyShow, MediaAnt",
Delhi,"PVR: Pacific, Delhi",446.3415179,1116,6,Multiplex,PVR,28.64269,77.10595,1228,349.375,6,459.9444444,"BookMyShow, Internet Research",https://www.barco.com/en/News/Press-releases/PVR-Cinemas-first-to-adopt-Barcos-immersive-sound-technology-in-New-Delhi.aspx
Delhi,"PVR: Plaza-CP, Delhi",366.6666667,300,1,Single Screen,PVR,28.63515,77.21966,300,200,1,350,BookMyShow,
Delhi,"PVR: Prashant Vihar, Delhi",283.3134921,426,4,Multiplex,PVR,28.71251,77.13594,852,166.25,4,285.1893939,BookMyShow,
Delhi,"PVR: Priya, Delhi",266.25,944,1,Single Screen,PVR,28.55732,77.16449,944,255,1,267,BookMyShow,
Delhi,"PVR: Rivoli, Delhi",320.8333333,329,1,Single Screen,PVR,28.63101,77.21636,329,183.3333333,1,330,BookMyShow,
Delhi,"PVR: Sangam, Delhi",312.2321429,392,2,Multiplex,PVR,28.57239,77.1735,392,312.5,2,315.4166667,BookMyShow,
Delhi,"PVR: Select City Walk (Gold), Delhi",943.75,40,1,Single Screen,PVR,28.52857,77.21973,80,500,2,923.0769231,BookMyShow,
Delhi,"PVR: Select City Walk, Delhi",523.1349206,677,5,Multiplex,PVR,28.52857,77.21973,1005,250,5,544.4444444,BookMyShow,
Delhi,PVR: Shalimar Bagh,311.0714286,1142,4,Multiplex,PVR,28.70282,77.15833,985,285,4,310,"BookMyShow, MediaAnt",
Delhi,"PVR: Vikaspuri, Delhi",202.2619048,921,3,Multiplex,PVR,28.63902,77.07448,832,118.75,4,199.1666667,"BookMyShow, MediaAnt",https://www.delhiinformation.in/entertainment/cinemas-multiplexes/pvr-vikaspuri.html
Delhi,Q Cinemas: Shahdara,185.4166667,601,3,Multiplex,Q Cinemas,28.67512,77.28808,601,145,3,186.1764706,BookMyShow,
Delhi,"Ritz Cinema: Kashmere Gate, Delhi",113.3333333,576,1,Single Screen,,28.66669,77.22984,160,113.3333333,1,113.3333333,"BookMyShow, MediaAnt",http://www.hindustantimes.com/delhi-news/ritz-cinema-reopens-with-modern-tech-to-claim-lost-glory/story-mOPgUEGm01E9y82kLlTT0N.html
Delhi,Satyam Janak Place-NCR,,1262,4,Multiplex,Satyam,28.629686,77.081896,,,,,Internet Research,
Delhi,Satyam Nehru Place-NCR,,994,4,Multiplex,Satyam,28.550044,77.251155,,,,,Internet Research,
Delhi,Satyam Patel Nagar-NCR,,1207,4,Multiplex,Satyam,28.6504,77.1576999,,,,,Internet Research,
Delhi,Shiela Cinema: Delhi,133.3333333,980,1,Single Screen,,28.64457,77.21691,288,133.3333333,1,133.3333333,BookMyShow,"Even though this article says it shut down, BMS is selling tickets for a movie right now : http://www.hindustantimes.com/delhi-news/central-delhi-s-iconic-single-screen-theatre-shiela-cinema-shuts-shop-after-56-years/story-64dCvo1kKC6IXTzTAoJ0QL.html"
Delhi,Suraj Cinema - Najafgarh-NCR,,519,1,Single Screen,,28.6111587,76.9764621,,,,,Internet Research,
Delhi,"Vishal Cinema, Janta Market",,1401,1,Single Screen,,28.6555642,77.118129,,,,,MediaAnt,
Delhi,Wave: Raja Garden,269.1666667,777,4,Multiplex,,28.65193,77.1208,777,165,4,265.9615385,BookMyShow,
Hyderabad,Alankar (Pratap Theatre): Langer House,100,774,1,Single Screen,,17.37651,78.4196,243,100,1,100,"BookMyShow, Internet Research",http://davp.nic.in/ufo.pdf
Hyderabad,Amba Theatre: Mehdipatnam,100,64,1,Single Screen,,17.39167,78.44133,64,100,1,100,BookMyShow,Could Not Confirm
Hyderabad,Anjali Theatre: Secunderabad,70,690,1,Single Screen,,17.43751,78.49338,85,70,1,70,"BookMyShow, MediaAnt",
Hyderabad,Aradhna Theatre-Tarnaka,,806,1,Single Screen,,17.4248734,78.5333863,,,,,Internet Research,
Hyderabad,Arjun 70MM: Kukatpally,100,786,1,Single Screen,,17.49677,78.39703,269,100,1,100,"BookMyShow, MediaAnt",
Hyderabad,Asian CineSquare Multiplex: Uppal,125,1512,5,Multiplex,Asian,17.40215,78.57207,1512,125,5,125,BookMyShow,http://asiancinemas.in/locations.html
Hyderabad,Asian Ganga: Dilsukhnagar,85,707,1,Single Screen,Asian,17.36117,78.5231,707,85,1,85,BookMyShow,http://asiancinemas.in/locations.html
Hyderabad,Asian GPR Multiplex: Kukatpally,162.5,1143,3,Multiplex,Asian,17.49923,78.39067,1143,162.5,3,162.5,BookMyShow,http://asiancinemas.in/locations.html
Hyderabad,Asian Jyothi: RC Puram,90,520,1,Single Screen,Asian,17.50277,78.31221,520,90,1,90,BookMyShow,http://asiancinemas.in/locations.html
Hyderabad,Asian Lakshmikala Cinepride: Moosapet,88.81481481,2403,4,Multiplex,Asian,17.46753,78.42831,2403,86.66666667,4,86.66666667,BookMyShow,http://asiancinemas.in/locations.html
Hyderabad,Asian M Cube Mall: Attapur,140,1014,4,Multiplex,Asian,17.37169,78.43027,1370,140,4,140,BookMyShow,
Hyderabad,Asian Radhika Multiplex: ECIL,130,894,3,Multiplex,Asian,17.47656,78.56309,894,130,3,130,BookMyShow,
Hyderabad,Asian Sha: Chintal,85,716,1,Single Screen,Asian,17.4922,78.45173,716,85,1,85,BookMyShow,
Hyderabad,Asian Shahensha: Chintal,85,380,1,Single Screen,Asian,17.4922,78.45173,380,85,1,85,BookMyShow,
Hyderabad,Asian Shiva: Dilsukhnagar,85,554,1,Single Screen,Asian,17.36117,78.5231,554,85,1,85,BookMyShow,
Hyderabad,Asian Swapna 35mm: Katedan,90,272,1,Single Screen,Asian,17.31143,78.43869,175,90,1,90,"BookMyShow, MediaAnt",
Hyderabad,Asian Swapna 70mm: Katedan,75,512,1,Single Screen,Asian,17.31143,78.43869,512,75,1,75,BookMyShow,
Hyderabad,"ASR Cinemas, Madhuban Colony",,609,1,Single Screen,,17.3083079,78.4319946,,,,,MediaAnt,
Hyderabad,Bhujanga 70MM: Jeedimetla,65,1311,1,Single Screen,,17.5122,78.44861,199,65,1,65,"BookMyShow, MediaAnt",
Hyderabad,BR Hitech 70mm: Madhapur,80,528,1,Single Screen,,17.44442,78.38823,200,80,1,80,"BookMyShow, Internet Research",http://davp.nic.in/ri.pdf
Hyderabad,"Brahmarambha 70 Mm, Hyder nagar",,861,1,Single Screen,,17.5000891,78.386969,,,,,MediaAnt,
Hyderabad,BVK Multiplex Vijayalakshmi: LB Nagar,105.5555556,1211,3,Multiplex,,17.34365,78.55422,1211,111.1111111,3,111.1111111,BookMyShow,
Hyderabad,Carnival: Ameerpet,150,1361,4,Multiplex,Carnival,17.43026,78.44846,1361,150,4,150,BookMyShow,
Hyderabad,Cine Town: Miyapur,90,1263,3,Multiplex,,17.49534,78.35329,1659,90,3,90,BookMyShow,
Hyderabad,"Cinepolis: CCPL Mall, Hyderabad",150,703,5,Multiplex,Cinepolis,17.45718,78.53681,703,150,5,150,BookMyShow,
Hyderabad,"Cinepolis: Manjeera Mall, Kukatpally",200,1405,5,Multiplex,Cinepolis,17.48978,78.39322,1405,200,5,200,BookMyShow,
Hyderabad,"Cinepolis: Mantra Mall, Attapur",200,1094,5,Multiplex,Cinepolis,17.35388,78.4206,1094,200,5,200,BookMyShow,
Hyderabad,Devi 70mm 4K & Dolby Atmos: RTC X Roads,118,1200,1,Single Screen,,17.40627,78.49504,239,118,1,118,"BookMyShow, Internet Research",http://davp.nic.in/ri.pdf
Hyderabad,Galaxy Cinema: Toli Chowki,70,704,1,Single Screen,,17.40324,78.41086,186,70,1,70,"BookMyShow, Internet Research",http://yellowpages.fullhyderabad.com/galaxy-70mm-toli-chowki/toli-chowki/telephone-email-address-reviews/cinema-theatres-145-1.html
Hyderabad,"Ganga Theatre, Chaithanyapuri Colony",,786,1,Single Screen,,17.3719842,78.535892,,,,,MediaAnt,
Hyderabad,Glory Cinema: Mallepally,,486,1,Single Screen,,17.39404,78.45831,,,,,BookMyShow,http://davp.nic.in/ufo.pdf
Hyderabad,Gokul 70MM: Erragadda,90,1224,1,Single Screen,,17.45358,78.43435,776,90,1,90,"BookMyShow, MediaAnt",
Hyderabad,Indra: Karmanghat,80,112,1,Single Screen,,17.34507,78.53179,112,80,1,80,BookMyShow,Could Not Confirm
Hyderabad,"INOX: GVK One, Banjara Hills",200,1257,6,Multiplex,Inox,17.4195,78.44861,1113,200,6,200,"BookMyShow, MediaAnt",
Hyderabad,"INOX: Maheshwari Parmeshwari Mall, Kachiguda",150,1021,5,Multiplex,Inox,17.39052,78.48862,866,150,4,150,BookMyShow,
Hyderabad,Kalyani Movie Max: Bowenpally,70,84,1,Single Screen,,17.47373,78.47971,84,70,1,70,BookMyShow,
Hyderabad,Konark: Dilsukhnagar,80,1026,1,Single Screen,,17.3686,78.51865,390,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Kumar Theatre: Kachiguda,90,74,1,Single Screen,,17.38886,78.49632,74,90,1,90,BookMyShow,
Hyderabad,Lakshmi Kala Mandir: Alwal,70,277,1,Single Screen,,17.49476,78.51121,277,70,1,70,BookMyShow,
Hyderabad,"Mallikarjuna 70 Mm, Hyder nagar",,861,1,Single Screen,,17.5000892,78.38697,,,,,MediaAnt,
Hyderabad,"Manikanta, Reddy Colony",,394,1,Single Screen,,17.337529,78.549634,,,,,MediaAnt,
Hyderabad,Manju Cinema: Kalasiguda,70,289,1,Single Screen,,17.44048,78.4936,289,70,1,70,BookMyShow,
Hyderabad,Megha Theatre: Dilsukhnagar,90,795,1,Single Screen,,17.36796,78.52666,795,90,1,90,BookMyShow,
Hyderabad,Metro Cinema: Bahadurpura,70,100,1,Single Screen,,17.35587,78.45374,100,70,1,70,BookMyShow,
Hyderabad,"Miraj Cinemas: Shalini Shivani, Hyderabad",158.8541667,1286,4,Multiplex,Miraj Cinema,17.36764,78.5362,1286,162.5,4,162.5,BookMyShow,
Hyderabad,Mukta A2 Cinemas: Abids,90,637,1,Single Screen,Mukta A2,17.38586,78.47723,637,90,1,90,BookMyShow,
Hyderabad,"Nagendra 70 Mm, Main Road",,711,1,Single Screen,,17.3561,78.5333,,,,,MediaAnt,
Hyderabad,Nagendra: Karmanghat,80,711,1,Single Screen,,17.34507,78.53179,120,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Nartaki Theatre: Alwal,70,854,1,Single Screen,,17.49423,78.5133,723,70,1,70,"BookMyShow, MediaAnt",
Hyderabad,Padmavati Cinema: Kachiguda,60,490,1,Single Screen,,17.39063,78.4916,392,60,1,60,"BookMyShow, MediaAnt",
Hyderabad,Prasads: Hyderabad,150,2230,6,Multiplex,,17.33215,78.47,1508,150,4,150,"BookMyShow, MediaAnt",
Hyderabad,Prashant Cinema: Secunderabad,80,1048,1,Single Screen,,17.43958,78.49856,88,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,"Pratap Theatre, Gandhi Bhawan",,774,1,Single Screen,,17.3882628,78.4707395,,,,,MediaAnt,
Hyderabad,Priya Theatre: Malleypally,80,750,1,Single Screen,,17.39049,78.4549,48,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,"PVR Forum Sujana Mall: Kukatpally, Hyderabad",200,2140,9,Multiplex,PVR,17.48452,78.38904,2158,200,9,200,BookMyShow,
Hyderabad,"PVR: Inorbit, Cyberabad",150,800,5,Multiplex,PVR,17.43505,78.38674,947,150,6,150,BookMyShow,
Hyderabad,"PVR: Panjagutta, Hyderabad",150,1322,5,Multiplex,PVR,17.42675,78.45295,1322,150,5,150,BookMyShow,
Hyderabad,"PVR: RK Cineplex, Hyderabad",200,1034,3,Multiplex,PVR,17.42332,78.42792,1232,200,3,200,"BookMyShow, Internet Research",https://www.sbdbforums.com/post/hyderabad-theatres-screen-capacities-and-prices-8389945?trail=
Hyderabad,Raghavendra 35mm: Malkajgiri,70,580,1,Single Screen,,17.4513,78.53616,45,70,1,70,"BookMyShow, MediaAnt",
Hyderabad,Raghavendra 70mm: Malkajgiri,70,691,1,Single Screen,,17.4513,78.53616,78,70,1,70,"BookMyShow, MediaAnt",
Hyderabad,Raghavendra Mini: Malkajgiri,70,385,1,Single Screen,,17.4513,78.53616,43,70,1,70,"BookMyShow, MediaAnt",
Hyderabad,Rajdhani 70mm: Dilsukhnagar,80,1050,1,Single Screen,,17.36855,78.52989,137,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Rajdhani Deluxe Theatre: Dilsukhnagar,90,628,1,Single Screen,,17.36897,78.52737,44,90,1,90,"BookMyShow, MediaAnt",
Hyderabad,Rajyalakshmi 70mm: Uppal,55,662,1,Single Screen,,17.39664,78.5603,662,55,1,55,BookMyShow,
Hyderabad,Ramakrishna 70MM - Indra Cinemas: Abids,87.5,724,1,Single Screen,,17.38591,78.47678,724,90,1,87.5,BookMyShow,
Hyderabad,Ranga Theatre: Jeedimetla,80,1329,1,Single Screen,,17.51207,78.44833,80,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Rukmini Cinema: Patancheru,70,956,1,Single Screen,,17.53212,78.26473,136,70,1,70,"BookMyShow, Internet Research",
Hyderabad,Sai Ranga: Miyapur,76.66666667,1179,1,Single Screen,,17.49551,78.35974,999,76.66666667,1,76.66666667,"BookMyShow, MediaAnt",
Hyderabad,Sampoorna 70mm: Vanasthalipuram,85,865,1,Single Screen,,17.33121,78.57603,114,85,1,85,"BookMyShow, MediaAnt",
Hyderabad,Sandhya 35mm: RTC X Roads,100,1055,1,Single Screen,,17.40691,78.49726,332,100,1,100,"BookMyShow, MediaAnt",
Hyderabad,Sandhya 70mm: RTC X Roads,100,1323,1,Single Screen,,17.40691,78.49726,945,100,1,100,"BookMyShow, MediaAnt",
Hyderabad,Santosh Cinemas: Abids,90,812,1,Single Screen,,17.39103,78.47569,546,90,1,90,"BookMyShow, Internet Research",https://www.sbdbforums.com/post/hyderabad-theatres-screen-capacities-and-prices-8389945?trail=
Hyderabad,Sapna Cinemas: Abids,80,552,1,Single Screen,,17.39103,78.47569,243,80,1,80,"BookMyShow, Internet Research",https://www.sbdbforums.com/post/hyderabad-theatres-screen-capacities-and-prices-8389945?trail=
Hyderabad,"Sapthagiri 70Mm, Ashoknagar",,1150,1,Single Screen,,17.40743,78.496222,,,,,MediaAnt,
Hyderabad,Sapthagiri Theatre: RTC X Roads,90,1150,1,Single Screen,,17.40803,78.4968,172,90,1,90,"BookMyShow, Internet Research",
